Doc,Sum,Subject,Stems
_cr05132,"This paper examines TajikistanÛªs 2004 Article IV Consultation and Fourth Review Under the Poverty Reduction and Growth Facility. Strengthened fiscal discipline and tighter monetary policy have reduced inflation from 40 percent in 2001 to 5.6 percent in 2004. Strong growth in tax revenues and continued expenditure restraint contributed to small fiscal surpluses during the past two years. Nonetheless, progress in a number of priority reform areas envisaged in the Poverty Reduction Strategy Paper has been slow. In particular, the business environment and public and private sector transparency and governance need to be strengthened further.","['Article IV consultation reports', 'Economic conditions', 'Poverty Reduction and Growth Facility', 'Public information', 'Staff Reports', 'Tajikistan']","['two', 'number', 'slow', 'consult', 'growth', 'area', 'strategi', 'inflat', 'facil', 'privat', 'transpar', 'progress', 'expenditur', 'fourth', 'strong', 'need', 'poverti', 'dure', 'public', 'sector', 'polici', 'particular', 'tighter', 'reduct', 'surplus', 'year', 'tax', 'restraint', 'percent', 'continu', 'reduc', 'nonetheless', 'examin', 'past', 'envisag', 'contribut', 'environ', 'articl', 'small', 'reform', 'strengthen', 'govern', 'paper', 'monetari', 'disciplin', 'iv', 'busi', 'prioriti', 'fiscal', 'revenu', 'review', 'tajikistan\x89ûª']"
_cr05124,"This 2004 Article IV Consultation highlights that VanuatuÛªs real GDP growth rebounded to 2.4 percent in 2003, and the recovery continued in 2004 with growth of an estimated 3 percent. The improvement was bolstered by a strong supply response to a recovery in export prices and the liberalization of trading in two key exports (cocoa and copra), the discovery of new markets for kava following the ban by several countries in 2002, and higher tourist arrivals with an expansion in airline capacity to Vanuatu. Progress has also been made in strengthening VanuatuÛªs financial sector.","['Article IV consultations', 'Economic conditions', 'Public information', 'Staff Reports', 'Vanuatu']","['two', 'consult', 'gdp', 'growth', 'real', 'respons', 'progress', 'copra', 'bolster', 'capac', 'strong', 'new', 'improv', 'trade', 'sector', 'made', 'airlin', 'expans', 'suppli', 'market', 'recoveri', 'rebound', 'cocoa', 'also', 'percent', 'continu', 'arriv', 'export', 'highlight', 'key', 'countri', 'discoveri', 'liber', 'sever', 'tourist', 'ban', 'articl', 'price', 'strengthen', 'estim', 'kava', 'vanuatu', 'higher', 'iv', 'follow', 'financi', 'vanuatu\x89ûª']"
_cr05123,"This 2004 Article IV Consultation highlights that impressive growth continued unabated in Lithuania in 2004. GDP expanded by an estimated 6å_ percent in 2004, driven by vigorous private consumption and investment growth. The unemployment rate declined to 10å_ percent of the labor force but bottlenecks have developed in certain sectors, exacerbated by migration flows to the European Union (EU) and the United States. Structural reforms continued in 2004, but deeper reforms remain necessary to keep Lithuania on a real convergence path with the EU.","['Article XIV consultations', 'Economic conditions', 'Lithuania', 'Public information', 'Staff Reports']","['remain', 'union', 'eu', 'unit', 'consult', 'growth', 'gdp', 'privat', 'migrat', 'state', 'real', 'path', 'develop', 'vigor', 'invest', 'flow', 'deeper', 'keep', 'unab', 'necessari', 'driven', 'sector', 'structur', 'european', 'converg', 'expand', 'rate', 'impress', 'percent', 'continu', 'highlight', 'bottleneck', 'lithuania', 'consumpt', 'labor', 'articl', 'declin', 'reform', 'certain', 'estim', 'iv', 'unemploy', 'forc', 'exacerb']"
_cr05118,"CanadaÛªs 2005 Article IV Consultation highlights that it has benefited from a strong institutional framework and continuing structural reforms. Inflation targeting and structural reforms have yielded an enviable macroeconomic performance, including the fastest growth rate and the strongest budget position in the G-7. The outlook for the economy is broadly favorable, but external developments are creating uncertainties. The Bank of Canada appears to have room to maintain a patient and measured approach to withdrawing stimulus.","['Article IV consultations', 'Canada', 'Economic conditions', 'Public information', 'Staff Reports']","['room', 'measur', 'approach', 'consult', 'growth', 'inflat', 'broad', 'includ', 'develop', 'economi', 'strong', 'benefit', 'canada\x89ûª', 'macroeconom', 'maintain', 'appear', 'patient', 'outlook', 'institut', 'structur', 'perform', 'rate', 'favor', 'posit', 'continu', 'stimulus', 'highlight', 'budget', 'extern', 'enviabl', 'articl', 'uncertainti', 'canada', 'reform', 'creat', 'g-7', 'fastest', 'target', 'withdraw', 'iv', 'strongest', 'bank', 'yield', 'framework']"
_cr05111,"This 2004 Article IV Consultation highlights that economic growth in Yemen slowed in 2004 owing to a sharp contraction in the oil sector. Oil production declined by 5.9 percent, reflecting diminishing recovery from aging large oil fields as well as the absence of significant new discoveries. Some progress has been made in structural reforms. The revised General Sales Tax law submitted to parliament in late 2004 included several improvements designed to protect the integrity and simplicity of this tax.","['Article IV consultations', 'Economic indicators', 'Exchange rates', 'Exports', 'Fiscal policy', 'Gross domestic product', 'Imports', 'Monetary policy', 'Public information', 'Staff Reports', 'Structural adjustment', 'Wages', 'Yemen, Republic of']","['slow', 'consult', 'sharp', 'growth', 'reflect', 'law', 'design', 'yemen', 'progress', 'revis', 'late', 'includ', 'econom', 'new', 'larg', 'improv', 'signific', 'parliament', 'sector', 'made', 'owe', 'integr', 'structur', 'submit', 'product', 'age', 'recoveri', 'diminish', 'tax', 'percent', 'highlight', 'discoveri', 'sever', 'oil', 'contract', 'protect', 'articl', 'declin', 'absenc', 'reform', 'well', 'field', 'general', 'iv', 'simplic', 'sale']"
_cr05104,"The staff report for the 2004 Article IV Consultation on the Federated States of Micronesia (FSM) focuses on economic developments and policies. Fiscal and structural reforms are needed for the FSM to achieve self-sufficiency. The large government sector will be increasingly unsustainable given coming declines in grants. Fiscal adjustment will need to comprise both expenditure cuts and revenue measures. Structural reform priorities should include improvements to the legal framework for land use, foreign investment, and lending.","['A to E staff', 'Article IV consultations', 'Employment', 'Fiscal reforms', 'Micronesia, Federated States of', 'Private sector', 'Public information', 'Public sector', 'Staff Reports', 'Structural adjustment']","['self-suffici', 'measur', 'feder', 'consult', 'lend', 'increas', 'state', 'land', 'expenditur', 'includ', 'econom', 'cut', 'develop', 'fsm', 'given', 'grant', 'legal', 'invest', 'need', 'micronesia', 'larg', 'improv', 'use', 'sector', 'achiev', 'polici', 'structur', 'unsustain', 'foreign', 'focus', 'come', 'staff', 'revenu', 'articl', 'compris', 'reform', 'govern', 'declin', 'iv', 'prioriti', 'fiscal', 'adjust', 'report', 'framework']"
_cr05107,"This 2004 Article IV Consultation highlights that economic growth in Cyprus has begun to rebound following a more modest performance in 2002ÛÒ03, recovering in real terms to about 3å_ percent in 2004, mainly driven by an increase in domestic demand. Real per capita income has continued to rise, now reaching above 80 percent of the average European Union 25 income level when adjusted for purchasing power. Looking ahead, growth is estimated at close to 4 percent in 2005, reflecting an improved external environment.","['Article IV consultations', 'Cyprus', 'Economic indicators', 'Economic reforms', 'Inflation', 'Private sector', 'Public information', 'Staff Reports', 'Structural adjustment', 'Unemployment']","['union', 'recov', 'consult', 'growth', 'term', 'increas', 'reflect', 'real', 'ahead', 'econom', 'rise', 'cyprus', 'improv', 'driven', 'averag', 'look', 'european', 'perform', 'main', 'power', 'per', 'rebound', 'purchas', 'begun', 'percent', 'continu', 'capita', 'incom', 'highlight', 'domest', 'extern', 'environ', 'articl', 'demand', 'estim', 'reach', 'modest', 'abov', 'iv', 'level', 'follow', 'adjust', 'close']"
_cr05105,"This paper examines the PhilippinesÛªs 2004 Article IV Consultation and Post-Program Monitoring Discussions. GDP growth has exceeded expectations, but unemployment remains high. With exports staging a recovery and consumption boosted by overseas remittances and the election, GDP grew by 6.1 percent in 2004, up from 4.7 percent in 2003. The near-term outlook for the Philippines economy is clouded by the uncertain external environment. The rapid growth in 2004 is unlikely to be sustained, particularly given slowing global demand in the information technology sector and rising interest rates.","['Economic conditions', 'Philippines', 'Post-program monitoring']","['sustain', 'remain', 'monitor', 'slow', 'consult', 'gdp', 'growth', 'expect', 'stage', 'given', 'rise', 'outlook', 'sector', 'grew', 'cloud', 'philippin', 'unlik', 'discuss', 'particular', 'recoveri', 'exceed', 'inform', 'boost', 'post-program', 'near-term', 'rate', 'percent', 'uncertain', 'export', 'examin', 'global', 'extern', 'rapid', 'interest', 'remitt', 'elect', 'consumpt', 'environ', 'articl', 'high', 'demand', 'philippines\x89ûª', 'paper', 'iv', 'unemploy', 'technolog', 'oversea', 'economi']"
_cr0569,"This 2004 Article IV Consultation highlights that Guinea-BissauÛªs economic performance has weakened substantially in recent years. Real GDP declined by 7 percent in 2002 and was flat in 2003. Structural reforms stalled after the war; the private sector remained incapacitated because of the destruction of equipment and infrastructure caused by the conflict, and the loss of stocks owing to confiscating and looting. In 2003, the external current account deficit, excluding official transfers, halved relative to the previous year, to 6.7 percent of GDP, reflecting higher cashew nut exports and stagnating imports.","['Article IV consultations', 'Economic conditions', 'Emergency assistance', 'Guinea-Bissau', 'Staff appraisals']","['stall', 'remain', 'consult', 'weaken', 'caus', 'gdp', 'reflect', 'privat', 'real', 'cashew', 'econom', 'current', 'substanti', 'incapacit', 'destruct', 'equip', 'conflict', 'exclud', 'sector', 'becaus', 'owe', 'structur', 'loot', 'loss', 'perform', 'guinea-bissau\x89ûª', 'infrastructur', 'year', 'stock', 'percent', 'flat', 'recent', 'highlight', 'deficit', 'export', 'extern', 'war', 'relat', 'stagnat', 'account', 'articl', 'declin', 'reform', 'previous', 'nut', 'offici', 'transfer', 'iv', 'higher', 'confisc', 'halv', 'import']"
_cr0597,"This 2004 Article IV Consultation highlights that NamibiaÛªs real GDP growth accelerated to an estimated 4å_ percent in 2004, after averaging about 3 percent during the preceding five years. Growth benefited from declining interest rates, as the Bank of Namibia took advantage of declining inflation pressures and reduced its key policy rate in several steps from 12å_ percent in January 2003 to 7å_ percent in July 2004. Executive Directors have welcomed the recent rise in GDP growth, decline in inflation, and strengthening of the external current account surplus.","['Article IV consultations', 'Exchange rate policy', 'Financial sector', 'Fiscal policy', 'Monetary policy', 'Namibia', 'Staff appraisals', 'Staff Reports', 'Trade policy']","['step', 'director', 'namibia\x89ûª', 'consult', 'gdp', 'growth', 'preced', 'inflat', 'real', 'current', 'welcom', 'benefit', 'rise', 'dure', 'januari', 'acceler', 'juli', 'pressur', 'averag', 'polici', 'rate', 'surplus', 'year', 'took', 'advantag', 'percent', 'recent', 'highlight', 'reduc', 'key', 'extern', 'sever', 'interest', 'account', 'articl', 'declin', 'strengthen', 'estim', 'iv', 'bank', 'five', 'execut', 'namibia']"
_cr0589,"This paper reviews AlbaniaÛªs 2004 Article IV Consultation, Fifth Review Under the Poverty Reduction and Growth Facility (PRGF), Request for Extension of the Arrangement, and Financing Assurances Review. The macroeconomic performance of the Albanian economy has been remarkable by both regional and international standards. After a slowdown in 2002, economic growth recovered to about 6 percent in 2003ÛÒ04; and inflation declined, generally remaining within the 2ÛÒ4 percent target range of the Bank of Albania. Some structural reforms also gained momentum in 2004ÛÓnotably privatization and sectoral restructuring.","['Albania', 'Article IV consultations', 'Extended arrangement requests', 'Financial sector', 'Fiscal policy', 'Monetary policy', 'Poverty Reduction and Growth Facility', 'Staff appraisals', 'Structural adjustment']","['arrang', 'remain', 'recov', 'momentum', 'consult', 'growth', 'restructur', 'inflat', 'facil', 'gain', 'privat', 'assur', 'econom', 'financ', 'poverti', 'macroeconom', 'within', 'remark', 'slowdown', 'intern', 'sector', 'structur', 'perform', 'reduct', 'request', 'fifth', 'region', 'also', 'percent', 'rang', '2004\x89ûónotabl', 'albania\x89ûª', 'extens', 'standard', 'prgf', 'articl', 'declin', 'reform', 'target', 'paper', 'albanian', 'general', 'albania', 'iv', 'bank', 'review', 'economi']"
_cr0586,"This 2004 Article IV Consultation highlights that India is on track for another year of robust growth in 2004/05. Supported by a strong monsoon, growth rebounded to 8å_ percent in 2003/04, the highest level in more than a decade. In 2005, firms appear to have embarked on a new investment cycle, underpinned by strong credit growth. Inflation has been running higher, driven largely by supply-side factors. The balance of payments position remains comfortable notwithstanding the higher oil prices.","['Article IV consultations', 'Economic indicators', 'India', 'Staff appraisals', 'Staff Reports', 'Structural adjustment']","['factor', 'remain', 'consult', 'comfort', 'growth', 'inflat', 'india', 'balanc', 'invest', 'strong', 'new', 'appear', 'monsoon', 'track', 'larg', 'decad', 'driven', 'rebound', 'posit', 'supply-sid', 'year', 'embark', 'percent', 'payment', 'highlight', 'highest', 'anoth', 'credit', 'support', 'cycl', 'oil', 'underpin', 'firm', 'articl', 'price', 'notwithstand', 'robust', 'higher', 'iv', 'level', 'run']"
_cr0580,"This 2004 Article IV Consultation highlights that United KingdomÛªs real GDP growth is estimated at about 3 percent in 2004 and is expected to stay stable at about 2å_ percent in 2005ÛÒ06, in line with potential growth. Domestic demand remains the key driver of growth, underpinned by continued strong earnings growth and robust corporate profitability. Inflation expectations remain well anchored. Rising import prices are expected to push inflation toward the 2 percent target over the coming 2ÛÒ3 years.","['Article IV consultations', 'Economic conditions', 'Financial stability', 'Fiscal policy', 'Monetary policy', 'United Kingdom']","['remain', 'unit', 'consult', 'stay', 'gdp', 'growth', 'inflat', 'real', 'expect', 'strong', 'rise', 'line', 'toward', 'anchor', 'profit', 'stabl', 'push', 'driver', 'year', 'come', 'percent', 'continu', 'highlight', 'domest', 'key', 'corpor', 'underpin', 'articl', 'price', 'demand', 'kingdom\x89ûª', 'estim', 'well', 'target', 'robust', 'earn', 'iv', 'potenti', 'import']"
_cr0583,"This 2004 Article IV Consultation highlights that the Libyan economy remains largely state controlled and heavily dependent on the oil sector. Since the lifting of the Libya-specific trade sanctions of the United Nation and United States in September 2003 and September 2004, respectively, the pace of economic and structural reforms has picked up somewhat, with the implementation of measures aimed at enhancing the role of the private sector in the economy. However, these reforms continue to be implemented in an ad hoc and nontransparent manner.","['Article IV consultations', 'Development', 'Economic growth', 'Exchange rate developments', 'Financial sector', 'Fiscal policy', 'Libya', 'Monetary policy', 'Pricing policy', 'Privatization', 'Staff appraisals', 'Staff Reports', 'Trade policy']","['remain', 'unit', 'measur', 'consult', 'howev', 'privat', 'state', 'libya-specif', 'nation', 'aim', 'econom', 'economi', 'larg', 'trade', 'enhanc', 'septemb', 'sector', 'control', 'structur', 'role', 'lift', 'implement', 'pace', 'respect', 'continu', 'manner', 'libyan', 'highlight', 'pick', 'ad', 'oil', 'hoc', 'articl', 'reform', 'depend', 'iv', 'sinc', 'heavili', 'nontranspar', 'somewhat', 'sanction']"
_cr0575,"This 2004 Article IV Consultation highlights that during the recent upswing, growth in Belgium has been comparatively robust, propelled by strong household spending and supported by the global recovery as well as macroeconomic policies. Tax cuts and wage increases have sustained disposable income growth, while household savings resumed a declining trend amid improvements in the economic outlook and public finances. In the IMF staffÛªs view, economic growth is expected to continue at a healthy pace in 2005, driven by private consumption as well as a likely strengthening of corporate investment and employment growth.","['Article IV consultations', 'Belgium', 'Economic growth', 'Fiscal policy', 'Labor markets', 'Staff appraisals']","['sustain', 'trend', 'consult', 'household', 'growth', 'like', 'increas', 'wage', 'privat', 'expect', 'econom', 'cut', 'invest', 'strong', 'financ', 'macroeconom', 'dure', 'public', 'improv', 'outlook', 'driven', 'employ', 'polici', 'resum', 'recoveri', 'pace', 'tax', 'staff\x89ûª', 'dispos', 'continu', 'amid', 'compar', 'recent', 'highlight', 'incom', 'global', 'belgium', 'view', 'save', 'support', 'corpor', 'consumpt', 'articl', 'upsw', 'propel', 'declin', 'strengthen', 'well', 'spend', 'robust', 'iv', 'imf', 'healthi']"
_cr0571,"This 2004 Article IV Consultation highlights that SlovakiaÛªs economic performance has improved since the 2003 Article IV Consultation. Output has expanded strongly, and fiscal and external balances have narrowed substantially in recent years. These developments were assisted by large foreign direct investments and an improved business climate following important reformsÛÓincluding to taxation, welfare, pensions, healthcare, and the labor marketÛÓthat are supporting convergence to western European income levels. Economic activity was entirely export driven in 2003; real GDP increased by 4.5 percent despite a contraction in domestic demand.","['Euro', 'Fiscal policy', 'Monetary policy', 'Slovak Republic', 'Staff appraisals']","['taxat', 'consult', 'gdp', 'pension', 'increas', 'despit', 'real', 'activ', 'welfar', 'balanc', 'econom', 'develop', 'output', 'invest', 'strong', 'substanti', 'western', 'larg', 'improv', 'driven', 'reforms\x89ûóinclud', 'european', 'converg', 'expand', 'perform', 'foreign', 'year', 'percent', 'market\x89ûóthat', 'recent', 'highlight', 'healthcar', 'incom', 'export', 'domest', 'extern', 'narrow', 'support', 'contract', 'labor', 'articl', 'demand', 'slovakia\x89ûª', 'assist', 'entir', 'iv', 'direct', 'busi', 'fiscal', 'follow', 'climat', 'sinc', 'import', 'level']"
_cr0563,"This 2004 Article IV Consultation highlights that after a period of prolonged weakness in economic activity, persistent deflation and rising fiscal deficits, the macroeconomic outlook for Hong Kong Special Administrative Region has improved significantly since mid-2003. The recovery has gained significant momentum and become broad-based in 2004. The consolidated fiscal deficit for FY2004/05 is now projected at about 1å_ percent of GDP, compared with the budget target of about 5 percent of GDP. The improvement relative to the budget is on account of buoyant revenue performance and continued expenditure restraint.","['Article IV consultations', 'Economic indicators', 'Hong Kong SAR', 'Hong Kong Special Administrative Region of China', 'Staff appraisals']","['deflat', 'momentum', 'weak', 'consult', 'gdp', 'gain', 'activ', 'persist', 'expenditur', 'project', 'econom', 'buoyant', 'rise', 'macroeconom', 'fy2004/05', 'improv', 'signific', 'outlook', 'mid-2003', 'period', 'kong', 'broad-bas', 'perform', 'consolid', 'recoveri', 'region', 'becom', 'restraint', 'percent', 'continu', 'prolong', 'deficit', 'compar', 'highlight', 'hong', 'budget', 'relat', 'account', 'articl', 'target', 'administr', 'iv', 'fiscal', 'revenu', 'sinc', 'special']"
_cr0559,"This paper examines ParaguayÛªs 2004 Article IV Consultation and Second Review Under the Stand-By Arrangement and Requests for Waiver and Modifications of Performance Criteria. ParaguayÛªs economy has stabilized in 2004, but growth remains modest. A late season drought depressed output of soy, the largest export crop, reducing expected agricultural output growth to near zero, but non-agricultural output is recovering. The guaranÌ_ has strengthened by 4 percent against the U.S. dollar so far in 2004. The fiscal situation has improved markedly since the new government took office in August 2003.","['Article IV consultations', 'Exchange rate policy', 'Financial sector', 'Fiscal policy', 'Monetary policy', 'Paraguay', 'Performance criteria modifications', 'Performance criteria waivers', 'Stand-by arrangement reviews']","['arrang', 'remain', 'recov', 'far', 'consult', 'growth', 'stand-bi', 'august', 'guaranì_', 'expect', 'late', 'second', 'output', 'new', 'near', 'modif', 'season', 'u.s.', 'improv', 'depress', 'crop', 'waiver', 'perform', 'criteria', 'request', 'took', 'situat', 'percent', 'zero', 'export', 'reduc', 'soy', 'examin', 'drought', 'dollar', 'articl', 'mark', 'strengthen', 'govern', 'paper', 'paraguay\x89ûª', 'modest', 'largest', 'agricultur', 'iv', 'stabil', 'fiscal', 'offic', 'review', 'sinc', 'non-agricultur', 'economi']"
_cr0548,"This 2004 Article IV Consultation highlights that economic activity in Moldova benefited from a favorable external environment in 2003ÛÒ04. GDP grew by 6.3 percent in 2003, advancing to 6.5 percent (year over year) in the first half of 2004. Large and rising workersÛª remittances underpinned consumption-led growth, helping consolidate MoldovaÛªs recovery from the 1998 regional crisis. Progress in structural reforms remains slow, while high transaction costs continue to hold back private sector-led growth. Some progress has been registered in fiscal reforms, and in revising the legal framework affecting investment, microfinance, audit, accounting, and leasing.","['Article IV consultations', 'Exchange rate policy', 'Fiscal policy', 'Fund policies', 'Moldova', 'Monetary policy', 'Public debt', 'Technical Assistance']","['remain', 'hold', 'slow', 'consult', 'gdp', 'growth', 'moldova\x89ûª', 'privat', 'activ', 'microfin', 'crisi', 'progress', 'revis', 'econom', 'legal', 'invest', 'rise', 'benefit', 'larg', 'help', 'grew', 'structur', 'first', 'advanc', 'consolid', 'recoveri', 'favor', 'consumption-l', 'year', 'region', 'regist', 'percent', 'sector-l', 'cost', 'continu', 'highlight', 'moldova', 'half', 'extern', 'remitt', 'account', 'underpin', 'transact', 'audit', 'back', 'leas', 'environ', 'articl', 'workers\x89ûª', 'high', 'reform', 'iv', 'affect', 'fiscal', 'framework']"
_cr0556,"This 2004 Article IV Consultation highlights that with growth proceeding at a steady pace of 2.6 percent during 2004, the Spanish economy has weathered the slowdown in the European Union relatively well. The external current account is estimated to have widened to some 4å_ percent of GDP in the first half of 2004. A gradual, but sustained recovery is expected, with GDP growth projected at 2.7 percent in 2005ÛÓagain based on the strength of domestic demand, with a continued negative contribution of net exports.","['Article IV consultations', 'Banking', 'Burundi', 'Business cycles', 'Fiscal policy', 'Labor markets', 'Spain']","['weather', 'sustain', 'union', 'consult', 'growth', 'gdp', 'gradual', 'expect', 'project', 'current', 'strength', 'proceed', 'dure', 'slowdown', 'european', 'first', 'recoveri', 'negat', 'pace', 'spanish', 'percent', 'continu', 'base', 'export', 'highlight', 'domest', 'half', 'extern', 'relat', 'account', '2005\x89ûóagain', 'contribut', 'steadi', 'articl', 'demand', 'well', 'estim', 'widen', 'iv', 'net', 'economi']"
_cr0550,"AlgeriaÛªs 2004 Article IV Consultation reports that the fiscal expansion has contributed to job creation, but unemployment remains high. The vulnerability of public finances to oil price fluctuations has increased and monetary policy has helped to keep inflation under control. Sound management of high external inflows from hydrocarbon exports is the key to improve the outlook for private sector-driven economic growth and employment. The fiscal adjustment planned by the government will gradually bring the nonhydrocarbon primary deficit to a sustainable level.","['Algeria', 'Article IV consultation reports', 'Economic indicators', 'Economic reforms', 'Financial system stability assessment', 'Fiscal policy', 'Oil exports', 'Oil prices', 'Oil revenues', 'Public information', 'Staff Reports']","['sustain', 'algeria\x89ûª', 'remain', 'consult', 'inflow', 'sector-driven', 'increas', 'inflat', 'privat', 'growth', 'gradual', 'creation', 'primari', 'econom', 'financ', 'keep', 'public', 'improv', 'outlook', 'help', 'employ', 'control', 'polici', 'adjust', 'vulner', 'expans', 'plan', 'manag', 'deficit', 'export', 'key', 'nonhydrocarbon', 'extern', 'job', 'oil', 'contribut', 'articl', 'hydrocarbon', 'high', 'price', 'govern', 'fluctuat', 'monetari', 'sound', 'iv', 'level', 'fiscal', 'unemploy', 'report', 'bring']"
_cr0549,"This 2004 Article IV Consultation highlights that from 1999 to 2002, KoreaÛªs economy grew rapidly, by an average of 7å_ percent per year. But starting in 2003, the economy has begun to sputter. Growth suddenly stopped in the first half of the year, leapt ahead in the second half as exports boomed, but then slowed again to an anemic 2å_ percent annualized rate during JanuaryÛÒSeptember 2004 as exports decelerated. The authorities have been countering this slowdown by easing macroeconomic policies. The fiscal policy stance has been shifted from neutral to mildly expansionary.","['Article IV consultation reports', 'Credit', 'Economic growth', 'Economic indicators', 'Governance', 'Korea, Republic of', 'Public information', 'Staff Reports']","['stanc', 'slow', 'consult', 'growth', 'expansionari', 'ahead', 'second', 'leapt', 'macroeconom', 'deceler', 'dure', 'january\x89ûòseptemb', 'mild', 'korea\x89ûª', 'slowdown', 'grew', 'boom', 'averag', 'polici', 'first', 'per', 'rate', 'begun', 'year', 'percent', 'neutral', 'anem', 'export', 'highlight', 'sputter', 'sudden', 'rapid', 'half', 'shift', 'stop', 'annual', 'start', 'articl', 'eas', 'counter', 'iv', 'fiscal', 'author', 'economi']"
_cr0547,"The staff report for the combined 2004 Article IV Consultation on the Kyrgyz Republic highlights the economic developments and external policies. The Kyrgyz RepublicÛªs good economic performance owes much to its macroeconomic policies. Fiscal consolidation has helped to stabilize external debt, particularly by containing the externally financed public investment program. The anticipated decline in gold exports calls for actions to diversify exports and preserve cost competitiveness through low inflation and structural reforms to boost productivity growth.","['Announcements', 'Article IV consultation reports', 'Economic indicators', 'Exchange rate policy', 'Kyrgyz Republic', 'Monetary policy', 'Poverty Reduction and Growth Facility', 'Public information', 'Staff Reports']","['consult', 'republic\x89ûª', 'action', 'growth', 'inflat', 'diversifi', 'econom', 'develop', 'invest', 'financ', 'preserv', 'macroeconom', 'public', 'competit', 'help', 'owe', 'polici', 'structur', 'product', 'perform', 'consolid', 'particular', 'boost', 'low', 'staff', 'cost', 'export', 'highlight', 'kyrgyz', 'extern', 'good', 'gold', 'articl', 'debt', 'declin', 'anticip', 'reform', 'republ', 'much', 'iv', 'combin', 'stabil', 'fiscal', 'program', 'contain', 'report', 'call']"
_cr0544,"This 2004 Article IV Consultation highlights that a cyclical recovery is under way for Italy, with real GDP having risen by 1.2 percent in the first three quarters of 2004 relative to the same period of the previous year, thanks to the favorable external environment and a recovery of investment. A package of corrective measures adopted in mid-2004 is likely to have proven sufficient to keep the fiscal deficit just below 3 percent of GDP last year. IMF staff forecasts growth of 1.5 percent in 2004 and 1.7 percent in 2005.","['Article IV consultation reports', 'Economic indicators', 'Economic reforms', 'Financial Sector Assessment Program', 'Fiscal policy', 'Italy', 'Public information', 'Staff Reports']","['cyclic', 'last', 'measur', 'consult', 'suffici', 'gdp', 'like', 'growth', 'real', 'correct', 'invest', 'risen', 'keep', 'thank', 'period', 'first', 'recoveri', 'favor', 'adopt', 'year', 'percent', 'three', 'staff', 'deficit', 'highlight', 'quarter', 'forecast', 'extern', 'relat', 'mid-2004', 'environ', 'articl', 'proven', 'way', 'previous', 'iv', 'imf', 'fiscal', 'itali', 'packag']"
_cr0543,"The staff report for the 2004 Article IV Consultation on Greece focuses on economic developments and policies. Rising incomes and a falling, though still high, unemployment rate underpinned strong household consumption, while increased profitability spurred investment spending, especially construction. Inflation has been above the euro area average, eroding international competitiveness and export market shares. Regarding structural policy, the authorities recognized that Greece still lags significantly behind the European Union in real per capita income despite the economic boom.","['Article IV consultation reports', 'Banking systems', 'Economic indicators', 'Economic reforms', 'Fiscal policy', 'Greece', 'Gross domestic product', 'Public information', 'Staff Reports']","['still', 'union', 'consult', 'household', 'area', 'increas', 'inflat', 'despit', 'real', 'behind', 'share', 'econom', 'develop', 'invest', 'strong', 'rise', 'greec', 'competit', 'lag', 'author', 'signific', 'intern', 'profit', 'polici', 'averag', 'structur', 'regard', 'european', 'market', 'boom', 'rate', 'spur', 'per', 'recogn', 'focus', 'staff', 'capita', 'erod', 'incom', 'export', 'construct', 'consumpt', 'underpin', 'though', 'articl', 'high', 'spend', 'abov', 'iv', 'unemploy', 'especi', 'fall', 'report', 'euro']"
_cr0535,"The staff report for the 2004 Article IV Consultation on Finland highlights economic background and policy discussions. Sustained economic growth, among the highest in the industrialized world, has been underpinned by productivity gains led by the high technology electronics sector. The medium-term fiscal prospects are shaped by the strengthening recovery and the planned tax cuts. Reducing taxation of labor has been a key element of the authoritiesÛª efforts to promote employment. The structural unemployment remains high, and Finland faces a rapidly changing global and domestic environment that calls for hard policy choices.","['Article IV consultations', 'Economic indicators', 'Economic reforms', 'Finland', 'Fiscal policy', 'Public information', 'Staff Reports']","['sustain', 'finland', 'remain', 'taxat', 'consult', 'medium-term', 'growth', 'face', 'gain', 'shape', 'econom', 'led', 'among', 'cut', 'industri', 'sector', 'employ', 'polici', 'structur', 'hard', 'product', 'electron', 'discuss', 'recoveri', 'plan', 'tax', 'background', 'staff', 'choic', 'highlight', 'reduc', 'key', 'global', 'highest', 'rapid', 'domest', 'world', 'underpin', 'labor', 'articl', 'environ', 'chang', 'high', 'strengthen', 'authorities\x89ûª', 'prospect', 'effort', 'element', 'iv', 'fiscal', 'unemploy', 'promot', 'report', 'technolog', 'call']"
_cr0533,"This paper focuses on AfghanistanÛªs 2004 Article IV Consultation and Second Review Under the Staff-Monitored Program. The authorities have made further progress in rebuilding institutions and implementing sound economic policies. They have maintained their commitment to fiscal discipline. Real GDP growth has been relatively strong, albeit from a very low base, and has slowed over the past 18 months, owing primarily to the negative impact of adverse weather conditions on agricultural production. Growth remained strong in the other sectors, especially in construction and services.","['Article IV consultations', 'Economic reforms', 'Performance criteria', 'Staff Reports', 'Staff-monitored programs']","['weather', 'afghanistan\x89ûª', 'remain', 'slow', 'consult', 'gdp', 'rebuild', 'growth', 'real', 'especi', 'veri', 'progress', 'second', 'econom', 'impact', 'strong', 'maintain', 'staff-monitor', 'month', 'made', 'institut', 'owe', 'polici', 'sector', 'product', 'negat', 'implement', 'low', 'focus', 'condit', 'base', 'past', 'relat', 'construct', 'primarili', 'advers', 'articl', 'paper', 'commit', 'disciplin', 'sound', 'iv', 'agricultur', 'fiscal', 'program', 'review', 'author', 'albeit', 'servic']"
