Subject,Author,Description,Filename,PublicationDate,Series,QueryPage,PageLink,PDFLink,PDFSize
['Kazakhstan'],International Monetary Fund. Middle East and Central Asia Dept.,"This paper analyzes the Republic of Kazakhstan’s 2013 Article of Consultation. The IMF report focuses on vision of developing Kazakhstan into a leading emerging market economy requires concerted efforts to strengthen the policy architecture. It highlights the importance of enhancing the diversification strategy by strengthening institutions, the business environment, and human capital, while carefully managing the country’s oil wealth. It also discusses that the unification of the pension funds has become a policy priority. The medium-term growth prospects appear to be strong, driven by a substantial projected increase in oil output.",_cr13290,"September 19, 2013",Country Report No. 13/290,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=42,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Kazakhstan-2013-Article-IV-Consultation-40946,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13290.ashx,1161 KB
"['Gambia, The']",International Monetary Fund. African Dept.,"This IMF Staff Report for the 2013 Article IV Consultation presents economic development and policies of Tthe Gambia. The IMF report shows that Tthe Gambia’s economy is picking up slowly from the past drought conditions. The Gambian Programme for Accelerated Growth and Employment (PAGE) emphasizes fiscal adjustment, together with infrastructure investment and structural reforms to support inclusive growth. Fiscal adjustment is needed to ease the heavy debt burden, arising mainly from domestic debt. Execution of the PAGE, supported by commitments from development partners, would help reduce poverty, especially in rural areas, given a strong focus on agriculture.",_cr13289,"September 18, 2013",Country Report No. 13/289,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=42,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/The-Gambia-Staff-Report-for-the-2013-Article-IV-Consultation-Informational-Annex-Press-40945,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13289.ashx,2170 KB
['Pakistan'],International Monetary Fund. Middle East and Central Asia Dept.,"This paper highlights Pakistan’s 2013 Article IV Consultation and Request for an Extended Arrangement Under the Extended Fund Facility. Discussions in the IMF report focus on macroeconomic policies to address vulnerabilities and reforms to promote robust inclusive growth. The authorities’ ambitious economic program aims to reverse the current mix of large fiscal deficits and, accommodative monetary policy, and low reserve coverage, which provides few buffers to absorb shocks. The authorities have requested a 36-month extended arrangement under the Extended Fund Facility (EFF) for SDR 4.393 billion.",_cr13287,"September 12, 2013",Country Report No. 13/287,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Pakistan-2013-Article-IV-Consultation-and-Request-for-an-Extended-Arrangement-Under-the-40937,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13287.ashx,2352 KB
"['Article IV consultation reports', 'Central African Economic and Monetary Community', 'Congo, Republic of', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Global competitiveness', 'Press releases', 'Private sector', 'Real effective exchange rates', 'Republic of Congo', 'Staff Reports']",International Monetary Fund. African Dept.,"This paper assesses the Republic of Congo’s discussions in 2013 Article IV Consultation. Though having abundance of natural resources, notably oil and iron ore, Congo has achieved limited progress in poverty alleviation, and remains vulnerable to external shocks. Weak governance and business conditions are significant constraints to private sector development and growth inclusiveness. The IMF report shows that Congo’s main challenge is to ensure long-term macroeconomic stability in the face of oil revenue volatility and exhaustibility, and to make growth more inclusive.",_cr13282,"September 10, 2013",Country Report No. 13/282,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Congo-2013-Article-IV-Consultation-40932,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13282.ashx,1672 KB
"['Article IV consultation reports', 'Austria', 'Bank resolution', 'Bank restructuring', 'Banking sector', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Housing', 'Labor taxes', 'Press releases', 'Public debt', 'Staff Reports']",International Monetary Fund. European Dept.,"This paper presents details of Austria’s 2013 Article IV Consultation. Austria has been growing economically but is facing challenges in the financial sector. Full implementation of medium-term fiscal adjustment plans require specifying several measures and plans that need gradual strengthening to take expected further bank restructuring cost into account. It suggests that strong early bank intervention and resolution tools, a better designed deposit insurance system, and a bank-financed resolution fund would help reduce the need for budgetary support to any troubled banks in the future.",_cr13280,"September 10, 2013",Country Report No. 13/280,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Austria-2013-Article-IV-Consultation-40929,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13280.ashx,1582 KB
"['Article IV consultation reports', 'Bank resolution', 'Banking sector', 'Budgets', 'Cameroon', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal policy', 'Fiscal risk', 'Nonoil sector', 'Oil subsidies', 'Public information notices', 'Public investment', 'Staff Reports']",International Monetary Fund. African Dept.,"This paper presents key discussions of Cameroon’s 2013 Article IV Consultation. Economic activity in Cameroon has continued to recover gradually from the global financial crisis in 2008–2009, and inflation has remained subdued. In light of growing vulnerabilities, the report suggests to adopt a plan to reduce fuel subsidies gradually, accompanied by targeted social programs for the neediest, to free up resources for public investment. It is also necessary to accelerate resolution of distressed banks and enhance the regulatory framework to promote lending.",_cr13279,"September 9, 2013",Country Report No. 13/279,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Cameroon-2013-Article-IV-Consultation-40928,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13279.ashx,1928 KB
"['Article IV consultation reports', 'Bank supervision', 'Capital accumulation', 'Economic growth', 'Economic indicators', 'Exchange markets', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Press releases', 'Reserves accumulation', 'Staff Reports', 'Uzbekistan']",International Monetary Fund. Middle East and Central Asia Dept.,"This paper discusses 2012 Article IV Consultation of Republic of Uzbekistan. Uzbekistan has been experiencing strong momentum in economic growth supported by sustained public investment and increased prices for commodity exports. The IMF report suggests that it is important to ease the restrictiveness of the foreign exchange and trade regimes, as it impedes the development of the financial and private sectors and distorts resource allocation. Improvement economic data quality and transparency should also be a high- priority item in the action list.",_cr13278,"September 5, 2013",Country Report No. 13/278,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Uzbekistan-2012-Article-IV-Consultation-40923,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13278.ashx,1009 KB
['Sweden'],International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights Sweden’s economic growth and policies. Sweden’s economy appears to be slowing together with its main Nordic and European trading partners. The IMF report discusses that there is a scope to improve the fiscal framework, by ensuring it remains sufficiently countercyclical. Given the importance of Swedish banks for the region, improving financial stability in Sweden would also contribute to financial stability across the Nordics, as would additional progress toward cross-border burden-sharing agreements. Structural reforms are also expected to add to resilience and growth.",_cr13276,"September 5, 2013",Country Report No. 13/276,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Sweden-2013-Article-IV-Consultation-40921,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13276.ashx,2476 KB
['Norway'],International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that Norwegian economy has been performing well, with mainland GDP growing steadily. However, the continuing buildup of assets in the sovereign wealth fund and the increasing share of the mainland economy that is supplying goods and services to the oil sector are leading to competitiveness pressures in other industries exposed to international competition. The IMF staff report suggests that inflation is expected to be below target for some time and gradually rise to the target in the medium term.",_cr13272,"September 5, 2013",Country Report No. 13/272,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Norway-2013-Article-IV-Consultation-40917,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13272.ashx,2559 KB
['Montenegro'],International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that Montenegro’s recovery from the collapse of the lending boom in 2008 has been slowed by the debt overhang that remains in the private sector. Output contracted in 2012 because of unusually severe winter weather early in the year, as well as a sharp decline in aluminum production as the financial position of the troubled aluminum company (KAP) continued to worsen. Activity picked up in early 2013 as more favorable weather conditions resulted in a sharp increase in hydro-based electricity production. A sustained, multi-year fiscal consolidation effort is needed to reduce the public debt burden to an appropriately low level in the medium term.",_cr13271,"August 28, 2013",Country Report No. 13/271,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Montenegro-2013-Article-IV-Consultation-40896,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13271.ashx,1405 KB
"['Article IV consultation reports', 'Current account deficits', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'Fiscal reforms', 'Georgia', 'Government expenditures', 'Inflation targeting', 'Monetary policy', 'Press releases', 'Social policy', 'Staff Reports', 'Transparency']",International Monetary Fund. Middle East and Central Asia Dept.,"This 2013 Article IV Consultation highlights that Georgia’s real GDP growth averaged 6½ percent in 2011–2012, about 1½ percentage points more than projected at the 2011 Article IV consultation. Inflation has declined steadily, reflecting lower food prices, lagged effects of exchange rate appreciation, and cuts in administered energy prices. The exchange rate has faced appreciation pressures, but has been kept stable against the U.S. dollar. However, the economy has slowed down markedly since mid-2012, and unemployment remains high at 15 percent. Despite the slowdown, growth could still reach 4 percent in 2013, rising to about 6 percent in 2014 and beyond.",_cr13264,"August 26, 2013",Country Report No. 13/264,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Georgia-2013-Article-IV-Consultation-40886,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13264.ashx,1579 KB
"['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Economic growth', 'Economic indicators', 'Economic recovery', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Press releases', 'Slovak Republic', 'Staff Reports', 'Unemployment']",International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that following a sharp downturn in 2009 in the context of the global economic and financial crisis, Slovakia emerged as one of the fastest-growing economies in the European Union, supported in particular by substantial foreign investment in the auto sector and subsequent exports. Growth slowed to 2 percent in 2012 as the impact of exceptionally large investments in 2011 faded. Inflation fell to 1.6 percent in June 2013, and record trade and current account surpluses were recorded in 2012. For 2013, the growth forecast is 0.6 percent, reflecting especially the weakening external environment.",_cr13262,"August 15, 2013",Country Report No. 13/262,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=43,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Slovak-Republic-2013-Article-IV-Consultation-40876,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13262.ashx,1666 KB
"['Article IV consultation reports', 'Aruba', 'Banking sector', 'Budget deficits', 'Debt sustainability analysis', 'Economic indicators', 'Economic recovery', 'Fiscal consolidation', 'Fiscal policy', 'Monetary policy', 'Press releases', 'Staff Reports', 'Tourism']",International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that economic output in Aruba remains 12 percent below its pre-crisis level, with recovery slower than others in the Caribbean region. The non-oil current account (CA) balance, which mostly reflects developments in the tourism sector, has improved since mid-2000 reaching a balanced position in 2012. The overall CA balance, however, after being in surplus for years, showed volatilities in recent years reflecting oil-sector developments. In 2012, it recorded a surplus of 5 percent of GDP. In 2013, real output is projected to grow by 1¼ percent. Robust tourism growth and some pickup in consumption from projected deflation will support the subdued near-term recovery.",_cr13258,"August 9, 2013",Country Report No. 13/258,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Kingdom-of-the-Netherlands-Aruba-2013-Article-IV-Consultation-Staff-Report-Informational-40869,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13258.ashx,1335 KB
"['Article IV consultation reports', 'Capital controls', 'Debt restructuring', 'Economic indicators', 'Economic recovery', 'Financial sector', 'Fiscal policy', 'Iceland', 'Monetary policy', 'Post-program monitoring', 'Press releases', 'Private sector', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that Iceland’s economy is on a path to recovery, but legacy vulnerabilities are weighing on growth. GDP growth—which reached 2.9 percent in 2011—slowed to 1.6 percent in 2012 amid private sector deleveraging and weak external demand. Unemployment has continued to decline however, standing at 5.1 percent in May, down from a peak of 9.2 percent in September 2010. Inflation has come down to 3.3 percent in June from a peak of 18.6 in January 2009, but remains above the central bank’s target of 2½ percent. The outlook is for modest growth, declining inflation, and improving fiscal and external position.",_cr13256,"August 7, 2013",Country Report No. 13/256,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Iceland-2013-Article-IV-Consultations-and-Third-Post-Program-Monitoring-Discussions-40863,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13256.ashx,1832 KB
"['Article IV consultation reports', 'Bank supervision', 'Banks', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'Germany', 'Press releases', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that Germany’s economic rebound of 2010–11 gave way to weakening momentum during the course of 2012. Although exports to non-European trading partners began to recover by mid-2012, in line with improved prospects in the United States and emerging economies, exports to the rest of the euro area continued to decline as the recession in the region continued. Consumption grew robustly as German unemployment remained near post-reunification lows. The outlook for the remainder of 2013 and 2014 is heavily dependent on a gradual recovery in the rest of the euro area and a sustained reduction in uncertainty.",_cr13255,"August 6, 2013",Country Report No. 13/255,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Germany-2013-Article-IV-Consultation-40860,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13255.ashx,2197 KB
"['Article IV consultation reports', 'Debt sustainability analysis', 'Deflation', 'Economic recovery', 'Exchange rates', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'Japan', 'Monetary policy', 'Press releases', 'Staff Reports']",International Monetary Fund. Asia and Pacific Dept,"This 2013 Article IV Consultation highlights that on the back of new policy framework, growth in Japan accelerated sharply in early 2013. First quarter GDP growth rose to 4.1 percent (seasonally adjusted annual rate) after two quarters of stagnation. Rising equity values stimulated consumption, and exports rebounded supported by strong regional demand and a weaker yen. Inflation expectations have started to increase, and actual inflation recorded positive growth in June. The near-term outlook has improved considerably, buoyed by stimulus. In 2014, growth is expected to moderate to 1.2 percent.",_cr13253,"August 5, 2013",Country Report No. 13/253,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Japan-2013-Article-IV-Consultation-40856,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13253.ashx,2001 KB
"['Article IV consultation reports', 'Bank restructuring', 'Banks', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Fiscal reforms', 'France', 'Press releases', 'Private consumption', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that in a context of weakening economic conditions in Europe and sizeable fiscal consolidation and domestic policy uncertainty, the French economy flat lined in 2012. However, recent improvements in economic indicators support the expectation of a gradual recovery in the second half of 2013. Credit conditions remain supportive, and private demand is unencumbered by balance sheet repair issues and thus more apt to respond favorably to an improvement in confidence. The economy is projected to contract by 0.2 percent in 2013 and to grow by 0.8 percent in 2014.",_cr13251,"August 5, 2013",Country Report No. 13/251,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/France-2013-Article-IV-Consultation-40854,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13251.ashx,2178 KB
"['Article IV consultation reports', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal policy', 'Floating exchange rates', 'Monetary policy', 'Multiple currency practices', 'Myanmar', 'Public information notices', 'Staff Reports', 'Staff-monitored programs']",International Monetary Fund. Asia and Pacific Dept,"This 2013 Article IV Consultation highlights that recent economic developments in Myanmar have been positive. Growth is estimated to have risen to 6½ percent in FY2012/13 (April–May), driven by gas production, construction and services while inflation climbed to 4.7 percent in March 2013. The external current account deficit is estimated to have widened to about 4½ percent of GDP in FY2012/13, but to have been largely financed by foreign direct investment. The economic outlook remains favorable. Growth is expected to accelerate slightly in FY2013/14, led by rising gas production and investment, including in the transport and telecommunications sectors, and a recovery in agriculture.",_cr13250,"August 2, 2013",Country Report No. 13/250,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Myanmar-2013-Article-IV-Consultation-and-First-Review-Under-the-Staff-Monitored-Program-40853,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13250.ashx,1382 KB
"['Article IV consultation reports', 'Banks', 'Debt reduction', 'Debt sustainability analysis', 'Economic indicators', 'Financial sector', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Labor market reforms', 'Press releases', 'Private sector', 'Spain', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that the Spanish economy accumulated large imbalances during the long boom that ended with the global financial crisis. Unemployment soared, the fiscal position deteriorated sharply, and funding conditions tightened for both the public and private sectors. Key imbalances are correcting rapidly. Growth has been negative in the last seven quarters, unemployment has reached high levels, and financing conditions remain tight for small firms. The reform process has accelerated and deepened. Decisive reforms in the labor, financial, and fiscal sectors, in line with past IMF staff recommendations, is helping stabilize the economy.",_cr13244,"August 2, 2013",Country Report No. 13/244,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Spain-2013-Article-IV-Consultation-40842,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13244.ashx,4678 KB
"['Article IV consultation reports', 'Economic growth', 'Economic indicators', 'Financial sector', 'Fiscal consolidation', 'Fiscal policy', 'Guatemala', 'Monetary policy', 'Public information notices', 'Staff Reports']",International Monetary Fund. Western Hemisphere Dept.,"This 2013 Article IV Consultation highlights that key developments in Guatemala since the 2012 Article IV Consultation have been positive. As commodity prices stabilized and domestic demand pressures weakened, inflation fell sharply in 2012—closing at 3.4 percent by December. Although subsequently inflation rose somewhat—to 4.3 percent by May 2013, owing mainly to domestic prices—it still remained within the central bank’s target range of 4.0±1 percent. The economic outlook is generally benign. Growth is expected to edge up to 3½ percent in 2013 and 2014, reaching its potential rate, supported by ongoing buoyant domestic demand and healthy private-sector credit.",_cr13247,"August 2, 2013",Country Report No. 13/247,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Guatemala-2013-Article-IV-Consultation-40850,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13247.ashx,1401 KB
"['Article IV consultation reports', 'Bank supervision', 'Banking sector', 'Czech Republic', 'Debt sustainability analysis', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Press releases', 'Staff Reports']",International Monetary Fund. European Dept.,"This 2013 Article IV Consultation highlights that the Czech economy, despite its strong fundamentals, is in the midst of a prolonged recession because of the euro area slump and weak domestic demand. A further slowdown in the euro area would exacerbate the situation, creating the risk of lower growth in the long run. Short-term macroeconomic policies should therefore be geared toward supporting the economy and not creating additional drag. Boosting potential growth in the medium to long term will require implementation of additional structural reforms. Given the large fiscal consolidation achieved so far, further consolidation efforts should be avoided until the economic recovery gains strength.",_cr13242,"August 2, 2013",Country Report No. 13/242,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Czech-Republic-2013-Article-IV-Consultation-40840,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13242.ashx,1572 KB
"['Article IV consultation reports', 'Banking sector', 'Debt sustainability analysis', 'Economic growth', 'Economic indicators', 'Fiscal consolidation', 'Fiscal policy', 'Fiscal reforms', 'Monetary policy', 'Press releases', 'Staff Reports', 'Transition economies', 'Unemployment', 'Yemen', 'Yemen, Republic of']",International Monetary Fund. Middle East and Central Asia Dept.,"This staff report on the Republic of Yemen’s 2013 Article IV Consultation highlights economic development and policies. The macroeconomic situation stabilized in 2012, but the recovery remains fragile. After contracting by more than 12 percent in 2011, real GDP is estimated to have grown by 2.4 percent in 2012, reflecting an easing of supply bottlenecks, and utilization of part of idle capacity. On the other hand, oil production declined further, due to continued sabotage of the pipelines. Average inflation declined to 9.9 percent from 19.5 percent in 2011, reflecting the appreciation of the rial to its pre-crisis level, the moderation of international food prices, and the easing of supply shortages.",_cr13246,"July 31, 2013",Country Report No. 13/246,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=44,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/The-Republic-of-Yemen-2013-Article-IV-Consultation-40846,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13246.ashx,1499 KB
['United Arab Emirates'],International Monetary Fund. Middle East and Central Asia Dept.,"This staff report on United Arab Emirates 2013 Article IV Consultation highlights economic policies and development. Against a backdrop of political stability, confidence has further increased, tourism has been firm, demand from expatriates from the broader region has increased, and capital inflows have strengthened amid high global liquidity. The real estate sector, which had been impaired since the 2009 crisis, has stabilized in Abu Dhabi and has started to recover in Dubai. Dubai aims to build on its early achievements in becoming a hub for retail and wholesale trade, as well as a major tourism and real estate investment destination for the wider region. It has announced plans for several new megaprojects in real estate and tourism.",_cr13239,"July 30, 2013",Country Report No. 13/239,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=45,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-Arab-Emirates-2013-Article-IV-Consultation-40836,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13239.ashx,981 KB
['United States'],International Monetary Fund. Western Hemisphere Dept.,"This staff report on United States 2013 Article IV Consultation highlights economic policies and development. The economy grew at an annual rate of 1.8 percent in the first quarter of 2013, held down by sharp cuts in public spending, and economic indicators suggest that growth has remained weak in the second quarter of the year. Employment gains averaged about 200,000 over the first half of 2013, up from 180,000 in the previous six months. The unemployment rate continued to fall from its October 2009 peak of 10 percent to 7.6 percent in June 2013, although much of the improvement reflects lower labor force participation.",_cr13236,"July 26, 2013",Country Report No. 13/236,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=45,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/United-States-2013-Article-IV-Consultation-40827,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13236.ashx,1970 KB
['Tonga'],International Monetary Fund. Asia and Pacific Dept,"This staff report on Tonga’s 2013 Article IV Consultation discusses the economic development and policies. Banks in Tonga have been fixing their balance sheets since late 2008. Shrinking the loan books and increasing holdings of reserve assets have prompted negative macro-financial linkages, and reduced business confidence. In response, the National Reserve Bank of Tonga has aggressively infused liquidity into the system, and stepped up risk-based supervision. Progress in improving the regulatory and institutional infrastructure has also continued, including inauguration of a credit bureau. Major gains have been made in budget transparency, the establishment of a Treasury Single Account system, and better prioritization of the budget.",_cr13234,"July 25, 2013",Country Report No. 13/234,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=45,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Tonga-2013-Article-IV-Consultation-40824,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13234.ashx,1332 KB
"['Article IV consultation reports', 'Banking sector', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Euro Area', 'Fiscal consolidation', 'Fiscal reforms', 'Monetary policy', 'Press releases', 'Staff Reports']",International Monetary Fund. European Dept.,"This staff paper on euro area policy 2013 Article IV Consultation discusses economic development and policies. Severe market stresses have subsided, although private borrowing costs have remained too high in the periphery. In these economies, sovereign borrowing costs have declined from unsustainable levels. This has led to slightly lower private borrowing costs, spurring bond issuance among some banks, and firms. Capital flight has gradually eased, bank deposits have stabilized, and Target 2 imbalances have narrowed. This has contributed to some early repayment of official liquidity support by stronger banks, though largely from core countries. Still, periphery bank risks are significantly higher than in the core.",_cr13231,"July 25, 2013",Country Report No. 13/231,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=45,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Euro-Area-Policies-2013-Article-IV-Consultation-40820,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13231.ashx,2831 KB
['Kosovo'],International Monetary Fund. European Dept.,"This staff report on the Republic of Kosovo’s 2013 Article IV Consultation focuses on economic and financial developments. Kosovo’s economy is excessively dependent on inflows from the diaspora. It is found that while these inflows support incomes, they finance primarily consumption and investments in nontradables, such as real estate or services, and contribute little to the build-up of productive capacity. Goods exports are less than 10 percent of GDP and concentrated in sectors with a low-value added component, notably metals. A coherent strategy is needed to improve competitiveness, foster the development of a tradable sector, and lay the basis for self-sustained growth.",_cr13222,"July 23, 2013",Country Report No. 13/222,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=45,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Kosovo-2013-Article-IV-Consultation-40810,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13222.ashx,1474 KB
['Poland'],International Monetary Fund. European Dept.,"This staff report for the Republic of Poland’s 2013 Article IV Consultation highlights economic development and policies. The current account in 2012 was primarily financed by EU transfers and foreign direct investment (FDI), notwithstanding a reduction in net FDI inflows. Moderate outflows from the domestic banking system were more than offset by strong portfolio inflows into the government bond market. The current account deficit and real effective exchange rate are broadly in line with medium-term fundamentals and desirable policies according to the External Balance Assessment models. The largely foreign-owned banking system has remained well-capitalized, profitable, and liquid.",_cr13219,"July 23, 2013",Country Report No. 13/219,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2011&page=45,http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Poland-2013-Article-IV-Consultation-40807,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2013/_cr13219.ashx,2299 KB
