Filename,QueryPage,PDFLink,Description,PublicationDate,PageLink,Author,Series,Subject,PDFSize
_cr05228,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=139,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05228.ashx,"This 2004 Article IV Consultation highlights that Angola’s GDP grew by 11 percent in 2004, following a slowdown in growth in 2003, largely reflecting the profile of oil production, which now accounts for one-half of GDP. The economy outside the extractive sector is currently estimated to be growing by about 9 percent. Despite extensive landmines and devastated infrastructure, agricultural production has recently begun to recover. Progress on structural reform and the implementation of policies to deal systematically with poverty reduction has been limited. The state continues to exercise a heavy influence in many sectors.","July 6, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Angola-Staff-Report-for-the-2004-Article-IV-Consultation-18390,International Monetary Fund,Country Report No. 05/228,"['Angola', 'Article IV consultation reports', 'Economic reforms', 'Exchange restrictions', 'Fiscal transparency', 'Governance', 'Oil sector', 'Poverty reduction', 'Public information']",388 KB
_cr05220,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=139,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05220.ashx,"This 2005 Article IV Consultation for Samoa reports that the combination of sound economic management and structural reform had led to robust growth, low inflation, sound public finances, and a comfortable external position. With continued commitment to sound macroeconomic and reform policies, Samoa became one of the best managed economies in the Pacific Island region. The level of public debt has steadily declined from more than 90 percent to about 50 percent. Samoa also made progress toward the Millennium Development Goals.","June 29, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Samoa-Staff-Report-of-the-2005-Article-IV-Consultation-18373,International Monetary Fund,Country Report No. 05/220,"['Article IV consultations', 'Balance of payments', 'Economic conditions', 'Economic indicators', 'Economic reforms', 'Financial sector', 'Fiscal policy', 'Public information', 'Staff Reports', 'Statistical annexes', 'Statistics', 'Workers remittances']",451 KB
_cr05213,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05213.ashx,"This 2005 Article IV Consultation highlights that Hungary’s economy achieved valuable gains in 2004 with GDP growth recovering to 4 percent. The growth was supported by strong investment and robust export growth. Consumption slowed in response to rising unemployment, a moderation in wage growth and a tightening of the housing subsidy scheme. Despite these favorable developments, risks associated with the twin deficits remained. Although some fiscal consolidation has taken place, the twice upward-revised fiscal deficit target was not met.","June 29, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Hungary-Staff-Report-for-the-2005-Article-IV-Consultation-18362,International Monetary Fund,Country Report No. 05/213,"['Article IV consultations', 'Economic conditions', 'Economic indicators', 'Economic reforms', 'Financial sector', 'Hungary', 'Monetary policy', 'Public finance', 'Public information', 'Staff Reports']",994 KB
_cr05214,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05214.ashx,"This 2005 Article IV Consultation reports that Belarus experienced strong economic growth in 2004, supported by policies aimed at raising incomes and credit, and a favorable external environment. Inflation was halved during 2004, and slowed down further to 11 percent in April 2005, aided by a balanced budget, exchange rate stability, and continued remonetization. Although the economy’s current momentum is likely to result in significant growth in 2005, its long-term prospects are uncertain in the absence of wide-ranging structural reforms and a phasing out of massive quasi-fiscal activities.","June 28, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-Of-Belarus-Staff-Report-for-the-2005-Article-IV-Consultation-18363,International Monetary Fund,Country Report No. 05/214,"['Article IV consultation reports', 'Belarus', 'Caisse Centrale de Cooperation Economique', 'Economic indicators', 'Economic reforms', 'Exchange rate policy', 'Fiscal policy', 'Monetary policy', 'Public information', 'Rand Monetary Area', 'Real effective exchange rates', 'Reports on the Observance of Standards and Codes', 'Staff Reports']",760 KB
_cr05206,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05206.ashx,"This paper focuses on the 2005 Article IV Consultation and Review of the Program Supported by Emergency Post-Conflict Assistance for Haiti. Economic and social conditions in Haiti deteriorated significantly during the early 2000, as the continued political stalemate undermined external financial support and private investment, and structural reforms came to a halt. This resulted in economic stagnation, high inflation, and widespread unemployment. The political turmoil in early 2004 and the devastating floods in May and September compounded these difficulties and led to a contraction of real GDP by 3¾ percent in 2003/04.","June 17, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Haiti-Staff-Report-for-the-2005-Article-IV-Consultation-and-Review-of-the-Program-Supported-18338,International Monetary Fund,Country Report No. 05/206,"['Article IV consultations', 'Economic conditions', 'Economic indicators', 'Economic reforms', 'Emergency assistance', 'Fiscal policy', 'Haiti', 'Monetary policy', 'Public information', 'Staff Reports']",472 KB
_cr05204,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05204.ashx,"The staff report for the 2005 Article IV Consultation on the Kingdom of the Netherlands—Aruba highlights the economic developments and policies. Meeting the challenges of population aging requires policies that create conditions for faster productivity growth. IMF Staff recommended applying the successful model of public-private sector cooperation developed in the tourism industry to promote diversification in other areas, in particular in financial services. Staff urged the authorities to speed up the restructuring of public companies and reinvigorate their efforts to improve statistics.","June 15, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Kingdom-of-the-Netherlands-Aruba-Staff-Report-for-the-2005-Article-IV-Consultation-18335,International Monetary Fund,Country Report No. 05/204,"['Article IV consultations', 'Aruba', 'Economic conditions', 'Economic growth', 'Economic indicators', 'Fiscal policy', 'International trade', 'Monetary policy', 'Public information', 'Staff Reports']",766 KB
_cr05199,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05199.ashx,"Bosnia and Herzegovina’s 2005 Article IV Consultation reports that inflation has stabilized at industrial country rates, anchored by the currency board. About half of activity is accounted for by the private sector and banks have been almost completely privatized to nonresidents. The fiscal system, though fractured, has delivered a fiscal consolidation of 8 percentage points of GDP in four years, taking the balance to a deficit of 0.6 percent of GDP in 2004.","June 15, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Bosnia-And-Herzegovina-Staff-Report-for-the-2005-Article-IV-Consultations-18323,International Monetary Fund,Country Report No. 05/199,"['Article IV consultations', 'Bosnia and Herzegovina', 'Budgetary policy', 'Economic indicators', 'External debt', 'Fiscal policy', 'Monetary policy', 'Public information', 'Social safety nets', 'Staff Reports', 'Taxation']",899 KB
_cr05196,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05196.ashx,"This 2005 Article IV Consultation highlights that Norway’s real mainland GDP growth rebounded strongly in 2004, after a slowdown that began in late 2002. Very supportive monetary conditions, high oil prices, rising housing prices, strengthening consumer and business confidence, and an improved world economy contributed to the pickup in activity. The outlook for 2005 and 2006 is promising, with most of the factors that propelled the economy forward last year expected to continue into the near future.","June 14, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Norway-Staff-Report-for-the-2005-Article-IV-Consultation-18319,International Monetary Fund,Country Report No. 05/196,"['Article IV consultations', 'Economic conditions', 'Financial systems', 'Fiscal policy', 'Inflation targeting', 'Labor markets', 'Monetary policy', 'Norway', 'Public information', 'Staff Reports']",825 KB
_cr05190,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05190.ashx,"This 2005 Article IV Consultation highlights that the Swiss economy has returned to growth with supportive external demand and domestic policies. However, the recovery has been fragile, and business indicators suggest that activity is currently experiencing a soft patch. The IMF staff projects growth of 1¼ percent in 2005, from 1.7 percent in 2004, with some risks on the downside if demand from partner countries were to falter. Potential growth is estimated at 1½ percent and is projected to decline in the medium term to ¾ percent as a result of population aging.","June 10, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Switzerland-2005-Article-IV-Consultation-Staff-Report-Public-Information-Notice-on-the-18312,International Monetary Fund,Country Report No. 05/190,"['Article IV consultations', 'Economic conditions', 'Economic indicators', 'Fiscal policy', 'Monetary policy', 'Public information', 'Staff Reports', 'Switzerland']",873 KB
_cr05177,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05177.ashx,"The Arab Republic of Egypt’s 2005 Article IV Consultation reports that the externally driven recovery has gained steam underpinned by a moderate revival in consumption and improved confidence. The Egyptian pound has appreciated, the stock market has reached record highs, and the current account surplus has increased, enabling banks and the Central Bank of Egypt to strengthen their net foreign asset position. The monetary policy did not contain inflation below double-digit rates, and government borrowing and debt remained high. ","June 7, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Arab-Republic-of-Egypt-Staff-Report-for-the-2005-Article-IV-Consultation-18285,International Monetary Fund,Country Report No. 05/177,"['Article IV consultation reports', 'Economic reforms', 'Egypt', 'Exchange rate policy', 'Fiscal policy', 'Monetary policy', 'Public information', 'Staff Reports']",745 KB
_cr05183,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05183.ashx,"This paper examines Uganda’s 2004 Article IV Consultation, Fourth Review Under the Three-Year Arrangement Under the Poverty Reduction and Growth Facility (PRGF), and a Request for Waiver of Performance Criteria. The performance under the program supported by the PRGF was mixed. Four quantitative performance criteria for end-June 2004 were missed. Although two structural performance criteria for June and September were met, eight out of ten benchmarks were missed. The authorities are requesting waivers for nonobservance of the four performance criteria based on corrective actions, including eight prior actions.","June 6, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Uganda-2004-Article-IV-Consultation-Fourth-Review-Under-the-Three-Year-Arrangement-Under-the-18294,International Monetary Fund,Country Report No. 05/183,"['Announcements', 'Article IV consultations', 'Economic conditions', 'Performance criteria waivers', 'Poverty Reduction and Growth Facility', 'Public information', 'Staff Reports', 'Uganda']",1242 KB
_cr05180,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=140,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05180.ashx,"This paper examines Sudan’s 2005 Article IV Consultation and the Final Review of the 2004 and 2005 Staff-Monitored Program (SMP). Between 2001 and 2004, the economy of Sudan grew at an average rate of 6.4 percent per year, and the non-oil sector expanded at an annual rate of 5.3 percent. The program for 2005 is based on prudent financial policies. The program will need to be adjusted by midyear to reflect additional financing arising from higher oil prices and aid and previously unfunded expenditures on social and infrastructure projects.","June 2, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Sudan-Staff-Report-for-the-2005-Article-IV-Consultation-Final-Review-of-the-2004-Staff-18288,International Monetary Fund,Country Report No. 05/180,"['Article IV consultations', 'Economic conditions', 'Economic indicators', 'Economic reforms', 'Fiscal policy', 'Monetary policy', 'Public information', 'Staff-monitored programs', 'Sudan']",868 KB
_cr05166,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05166.ashx,"This 2005 Article IV Consultation highlights that Liberia’s real GDP rebounded in 2004, following a steep decline in the second half of 2003 on account of the hostilities and the imposition of the United Nations ban on timber exports. Prices, particularly of food items, have stabilized as supply constraints eased, and the exchange rate has returned to pre-conflict levels. Official reserves increased modestly from low levels. For 2005, the economic recovery is expected to strengthen, underpinned by continued consolidation of the security situation and reconstruction activities.","May 20, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Liberia-Staff-Report-for-the-2005-Article-IV-Consultation-18268,International Monetary Fund,Country Report No. 05/166,"['Article IV consultations', 'Economic conditions', 'Liberia', 'Public information', 'Staff Reports']",331 KB
_cr05164,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05164.ashx,"Cameroon’s 2005 Article IV Consultation reports that tangible progress has been made in the health and education sectors, and a number of social indicators have improved significantly. The deterioration in fiscal performance and related weaknesses in fiscal management could, in the longer term, threaten macroeconomic stability and debt sustainability. Moreover, sustainable private sector growth requires the authorities to address inadequate infrastructure, poor service delivery from troubled state enterprises, an investment climate overshadowed by poor governance and low levels of financial intermediation.","May 19, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Cameroon-Staff-Report-for-the-2005-Article-IV-Consultation-and-Staff-Monitored-Program-18266,International Monetary Fund,Country Report No. 05/164,"['Article IV consultations', 'Cameroon', 'Economic conditions', 'Public information', 'Staff Reports']",862 KB
_cr05163,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05163.ashx,"This paper examines Turkey’s 2004 Article IV Consultation and Eighth Review Under the Stand-By Arrangement and Request for Waiver of Nonobservance of Performance Criterion. Economic performance over the last three years has been impressive. For the medium term, the main challenge is to implement policies that achieve the goals of sustained growth and low inflation. The authorities need to take steps to encourage foreign direct investment, to make good on their plans for privatization, and to reform the judicial system to facilitate the functioning of Turkey’s market economy.","May 19, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Turkey-2004-Article-IV-Consultation-and-Eighth-Review-Under-the-Stand-By-Arrangement-and-18262,International Monetary Fund,Country Report No. 05/163,"['Announcements', 'Article IV consultations', 'Economic conditions', 'Performance criteria waivers', 'Public information', 'Staff Reports', 'Stand-by arrangement reviews', 'Turkey', 'Waivers under Article V Section 3(b)(iii)']",1063 KB
_cr05154,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05154.ashx,"This paper discusses Colombia’s 2005 Article IV Consultation, Fourth Review Under the Stand-By Arrangement (SBA), and Requests for Waiver of Nonobservance of Performance Criteria. Real economic growth in Colombia recovered to 4 percent a year in 2003–04. The national unemployment rate declined from 20 percent at end-2000 to 12 percent at end-2004. The health of the financial system continued to improve. The solvency and profitability of the banking system have recovered, reflecting economic growth, a successful recapitalization scheme, and improved supervision.","May 9, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Colombia-Staff-Report-for-the-2005-Article-IV-Consultation-18242,International Monetary Fund,Country Report No. 05/154,"['Article IV consultations', 'Colombia', 'Economic conditions', 'Performance criteria waivers', 'Public information', 'Staff Reports', 'Stand-by arrangement requests', 'Stand-by arrangement reviews']",1167 KB
_cr05150,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05150.ashx,This 2005 Article IV Consultation highlights that monetary development in the Republic of Equatorial Guinea continues to be dominated by fiscal policy. Fiscal outcome was marked by an increase in the fiscal surplus in 2004 compared with 2003 on account of a stronger-than-expected revenue performance owing to higher oil prices and increase in hydrocarbon production that was partly offset by a substantial increase in capital expenditure. Important progress has also been made with regard to transparency and accountability of oil-related revenues and public finance.,"May 6, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Equatorial-guinea-Staff-Report-for-the-2005-Article-IV-Consultation-18237,International Monetary Fund,Country Report No. 05/150,"['Article IV consultations', 'Economic conditions', 'Equatorial Guinea', 'Public information', 'Staff Reports']",798 KB
_cr05152,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05152.ashx,"This 2005 Article IV Consultation highlights that New Zealand’s GDP growth was particularly strong in 2004, at 4.8 percent, led by a surge in domestic demand. Private consumption grew by 6 percent, reflecting high employment growth, strong commodity prices, and household borrowing against rising housing values. Business investment also increased rapidly, powered by robust sales, and strong profitability. Growth is projected to slow in the near term, to about 2¾ percent in 2005–06. Consumer spending is expected to moderate owing to a cooling of the housing market and the effects of higher interest rates.","May 5, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/New-Zealand-Staff-Report-for-the-2005-Article-IV-Consultation-Discussions-18239,International Monetary Fund,Country Report No. 05/152,"['Article IV consultations', 'Economic conditions', 'New Zealand', 'Public information', 'Staff Reports']",912 KB
_cr05149,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05149.ashx,"The staff report for the combined consultation and 2005 Article IV Consultation on Gabon highlights economic developments and policies. Preparing Gabon for the post-oil era requires strengthening the efficiency of the public sector and providing a framework for private sector development to raise the productivity of the Gabonese economy. In the public sector, improving expenditure management, especially of public investment, is essential. Gabon remains keen to seek a multiyear follow-up program after the expiration of the Stand-By Arrangement.","May 4, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Gabon-Staff-Report-for-the-2005-Article-IV-Consultation-Third-Review-Under-the-Stand-By-18234,International Monetary Fund,Country Report No. 05/149,"['Announcements', 'Article IV consultations', 'Economic conditions', 'Executive Directors', 'Gabon', 'Public information', 'Staff Reports', 'Stand-by arrangement reviews']",1006 KB
_cr05148,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05148.ashx,"This 2004 Article IV Consultation highlights that the three-year Poverty Reduction and Growth Facility arrangement for Vietnam expired in April 2004. During the arrangement, Vietnam maintained strong economic growth and low inflation, and achieved further poverty reduction, supported by favorable macroeconomic conditions and increasing integration with the world economy facilitated by trade liberalization. For 2004 as a whole, economic growth and the external current account are likely to be broadly unchanged from 2003, with inflation falling toward the end of the year and the budget deficit narrowing.","May 4, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Vietnam-2004-Article-IV-Consultation-Staff-Report-Public-Information-Notice-on-the-Executive-18235,International Monetary Fund,Country Report No. 05/148,"['Article IV consultations', 'Economic conditions', 'Executive Directors', 'Public information', 'Staff Reports', 'Vietnam']",537 KB
_cr05141,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05141.ashx,"This 2004 Article IV Consultation highlights that in recent years, Singapore’s economy has been hit hard by a series of external shocks. These shocks—the Asian crisis, the bursting of the technology bubble, and the SARS outbreak in 2003—disrupted an economic expansion largely uninterrupted since the 1970s. The shocks have come at a time when Singapore is also facing increasing competition from regional low-cost economies. Looking ahead, economic activity is expected to moderate to more sustainable levels in the near term.","April 28, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Singapore-Staff-Report-for-the-2004-Article-IV-Consultation-18216,International Monetary Fund,Country Report No. 05/141,"['Article IV consultations', 'Economic conditions', 'Public information', 'Singapore', 'Staff Reports']",724 KB
_cr05143,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=141,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05143.ashx,"This 2004 Article IV Consultation highlights that tighter fiscal and monetary policies in Suriname helped stabilize the exchange rate and moderate inflation pressures in 2003 and 2004. The fiscal deficit narrowed from 6.5 percent of GDP in 2002 to near balance in 2003, while a tighter monetary policy helped to reduce inflation from 28 percent in 2002 to 13 percent in 2003. The financial system has become increasingly dollarized in recent years, reflecting the lingering effects on confidence of earlier episodes of price instability, as well as regulatory changes favoring foreign currency intermediation.","April 25, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Suriname-2004-Article-IV-Consultation-Staff-Report-Public-Information-Notice-on-the-18218,International Monetary Fund,Country Report No. 05/143,"['Article IV consultations', 'Economic conditions', 'Public information', 'Staff Reports', 'Suriname']",754 KB
_cr05133,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05133.ashx,"This 2004 Article IV Consultation highlights that Israel’s economic recovery is under way after a prolonged recession. Growth is being supported by more favorable global economic conditions, an improvement in the security situation, and appropriate policies, which have included tightening the fiscal stance and easing monetary policy. Real GDP grew by an estimated 4.3 percent in 2004, with exports and private consumption leading the way. The economy is expected to continue to strengthen, albeit at a slightly lower growth rate in 2005.","April 18, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Israel-Staff-Report-for-the-2004-Article-IV-Consultation-18199,International Monetary Fund,Country Report No. 05/133,"['Article IV consultation reports', 'Capital markets', 'Financial soundness indicators', 'Fiscal policy', 'Israel', 'Monetary policy', 'Public information', 'Staff Reports']",846 KB
_cr05132,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05132.ashx,"This paper examines Tajikistan’s 2004 Article IV Consultation and Fourth Review Under the Poverty Reduction and Growth Facility. Strengthened fiscal discipline and tighter monetary policy have reduced inflation from 40 percent in 2001 to 5.6 percent in 2004. Strong growth in tax revenues and continued expenditure restraint contributed to small fiscal surpluses during the past two years. Nonetheless, progress in a number of priority reform areas envisaged in the Poverty Reduction Strategy Paper has been slow. In particular, the business environment and public and private sector transparency and governance need to be strengthened further.","April 15, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Tajikistan-Staff-Report-for-the-2004-Article-IV-Consultation-and-Fourth-Review-18198,International Monetary Fund,Country Report No. 05/132,"['Article IV consultation reports', 'Economic conditions', 'Poverty Reduction and Growth Facility', 'Public information', 'Staff Reports', 'Tajikistan']",932 KB
_cr05124,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05124.ashx,"This 2004 Article IV Consultation highlights that Vanuatu’s real GDP growth rebounded to 2.4 percent in 2003, and the recovery continued in 2004 with growth of an estimated 3 percent. The improvement was bolstered by a strong supply response to a recovery in export prices and the liberalization of trading in two key exports (cocoa and copra), the discovery of new markets for kava following the ban by several countries in 2002, and higher tourist arrivals with an expansion in airline capacity to Vanuatu. Progress has also been made in strengthening Vanuatu’s financial sector.","March 31, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Vanuatu-2004-Article-IV-Consultation-Staff-Report-Public-Information-Notice-on-the-Executive-18177,International Monetary Fund,Country Report No. 05/124,"['Article IV consultations', 'Economic conditions', 'Public information', 'Staff Reports', 'Vanuatu']",842 KB
_cr05123,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05123.ashx,"This 2004 Article IV Consultation highlights that impressive growth continued unabated in Lithuania in 2004. GDP expanded by an estimated 6¾ percent in 2004, driven by vigorous private consumption and investment growth. The unemployment rate declined to 10½ percent of the labor force but bottlenecks have developed in certain sectors, exacerbated by migration flows to the European Union (EU) and the United States. Structural reforms continued in 2004, but deeper reforms remain necessary to keep Lithuania on a real convergence path with the EU.","March 31, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Lithuania-Staff-Report-for-the-2004-Article-IV-Consultation-18176,International Monetary Fund,Country Report No. 05/123,"['Article XIV consultations', 'Economic conditions', 'Lithuania', 'Public information', 'Staff Reports']",458 KB
_cr05118,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05118.ashx,"Canada’s 2005 Article IV Consultation highlights that it has benefited from a strong institutional framework and continuing structural reforms. Inflation targeting and structural reforms have yielded an enviable macroeconomic performance, including the fastest growth rate and the strongest budget position in the G-7. The outlook for the economy is broadly favorable, but external developments are creating uncertainties. The Bank of Canada appears to have room to maintain a patient and measured approach to withdrawing stimulus.","March 29, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Canada-Staff-Report-for-the-2005-Article-IV-Consultation-18168,International Monetary Fund,Country Report No. 05/118,"['Article IV consultations', 'Canada', 'Economic conditions', 'Public information', 'Staff Reports']",527 KB
_cr05111,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05111.ashx,"This 2004 Article IV Consultation highlights that economic growth in Yemen slowed in 2004 owing to a sharp contraction in the oil sector. Oil production declined by 5.9 percent, reflecting diminishing recovery from aging large oil fields as well as the absence of significant new discoveries. Some progress has been made in structural reforms. The revised General Sales Tax law submitted to parliament in late 2004 included several improvements designed to protect the integrity and simplicity of this tax.","March 23, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Republic-of-Yemen-Staff-Report-for-the-2004-Article-IV-Consultation-18157,International Monetary Fund,Country Report No. 05/111,"['Article IV consultations', 'Economic indicators', 'Exchange rates', 'Exports', 'Fiscal policy', 'Gross domestic product', 'Imports', 'Monetary policy', 'Public information', 'Staff Reports', 'Structural adjustment', 'Wages', 'Yemen, Republic of']",971 KB
_cr05104,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05104.ashx,"The staff report for the 2004 Article IV Consultation on the Federated States of Micronesia (FSM) focuses on economic developments and policies. Fiscal and structural reforms are needed for the FSM to achieve self-sufficiency. The large government sector will be increasingly unsustainable given coming declines in grants. Fiscal adjustment will need to comprise both expenditure cuts and revenue measures. Structural reform priorities should include improvements to the legal framework for land use, foreign investment, and lending.","March 22, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Federated-States-of-Micronesia-Staff-Report-for-the-2004-Article-IV-Consultation-18147,International Monetary Fund,Country Report No. 05/104,"['A to E staff', 'Article IV consultations', 'Employment', 'Fiscal reforms', 'Micronesia, Federated States of', 'Private sector', 'Public information', 'Public sector', 'Staff Reports', 'Structural adjustment']",732 KB
_cr05107,http://www.imf.org/en/Publications/Search?title=Article+IV&when=After&year=2000&page=142,http://www.imf.org/~/media/Websites/IMF/imported-full-text-pdf/external/pubs/ft/scr/2005/_cr05107.ashx,"This 2004 Article IV Consultation highlights that economic growth in Cyprus has begun to rebound following a more modest performance in 2002–03, recovering in real terms to about 3½ percent in 2004, mainly driven by an increase in domestic demand. Real per capita income has continued to rise, now reaching above 80 percent of the average European Union 25 income level when adjusted for purchasing power. Looking ahead, growth is estimated at close to 4 percent in 2005, reflecting an improved external environment.","March 22, 2005",http://www.imf.org/en/Publications/CR/Issues/2016/12/31/Cyprus-Staff-Report-for-the-2004-Article-IV-Consultation-18150,International Monetary Fund,Country Report No. 05/107,"['Article IV consultations', 'Cyprus', 'Economic indicators', 'Economic reforms', 'Inflation', 'Private sector', 'Public information', 'Staff Reports', 'Structural adjustment', 'Unemployment']",891 KB
